Date,Away Team,Away Score,Home Team,Home Score,Location
09/26/1896,Evanston High,0,Lake Forest,14,
09/26/1896,Gettysburg,0,Penn State,40,
09/26/1896,Minnesota,50,Minneapolis Central High,0,
09/26/1896,Pennsylvania,24,Franklin & Marshall,0,
09/26/1896,Volunteer A.C.,0,Lafayette,44,
09/26/1896,Williams,0,Harvard,6,
09/26/1896,Worcester Tech,0,Brown,20,
09/26/1896,Wyoming Seminary,0,Bucknell,10,
09/26/1896,Yale,6,Trinity (Connecticut),0,
09/30/1896,Amherst,0,Yale,12,
09/30/1896,Gettysburg,0,Pennsylvania,32,
09/30/1896,Troy Laureates,4,Williams,12,
10/01/1896,Englewood High,0,Northwestern,20,
10/03/1896,Bowdoin,0,Amherst,0,
10/03/1896,Bucknell,0,Pennsylvania,40,
10/03/1896,Carleton,6,Minnesota,16,
10/03/1896,Carlisle,18,Duquesne A.C.,0,
10/03/1896,Chicago A.C.,0,Northwestern,4,
10/03/1896,Dartmouth,30,Worcester A.C.,0,
10/03/1896,Eastern Michigan,0,Michigan,18,
10/03/1896,Gettysburg,0,Franklin & Marshall,24,
10/03/1896,Greer,0,Purdue,36,
10/03/1896,Lake Forest,0,Illinois,38,
10/03/1896,Monmouth,0,Chicago,43,
10/03/1896,Pittsburgh,4,Penn State,10,
10/03/1896,Rutgers,0,Princeton,44,
10/03/1896,Syracuse,0,Cornell,22,
10/03/1896,Trinity (Connecticut),0,Harvard,34,
10/03/1896,Tufts,0,Army,27,
10/03/1896,Ursinus,0,Dickinson,40,
10/03/1896,Wesleyan,0,Williams,6,
10/05/1896,Chicago Alumni,0,Chicago,5,
10/07/1896,Armour,0,Northwestern,42,
10/07/1896,Brown,0,Yale,18,
10/07/1896,Hahnemann Medical,0,Chicago,34,
10/07/1896,Newton A.C.,0,Harvard,18,
10/07/1896,Northwestern Academy,0,Lake Forest,6,
10/07/1896,Pennsylvania,8,Navy,0,
10/07/1896,Princeton,0,Lafayette,0,
10/07/1896,Worcester Tech,4,Wesleyan,12,
10/10/1896,Amherst,6,Brown,44,
10/10/1896,Andover,0,Williams,24,
10/10/1896,Bates,0,Bowdoin,22,
10/10/1896,Beloit,6,Northwestern,6,
10/10/1896,Boston College,8,Tufts,22,
10/10/1896,Dartmouth,0,Pennsylvania,16,
10/10/1896,Dickinson,0,Penn State,8,
10/10/1896,Franklin & Marshall,0,Navy,49,
10/10/1896,Grand Rapids High,0,Michigan,44,
10/10/1896,Grinnell,0,Minnesota,12,
10/10/1896,Iowa,0,Chicago,6,
10/10/1896,Knox,4,Illinois,70,
10/10/1896,Lake Forest,0,Wisconsin,34,
10/10/1896,Lehigh,0,Princeton,16,
10/10/1896,Rush Medical,4,Purdue,32,
10/10/1896,Trinity (Connecticut),12,Worcester Tech,0,
10/10/1896,Wesleyan,0,Harvard,28,
10/10/1896,Western Reserve,0,Cornell,48,
10/10/1896,Yale,12,Orange A.C.,0,neutral
10/14/1896,Amherst,0,Wesleyan,6,
10/14/1896,Carlisle,6,Princeton,22,
10/14/1896,Chicago,18,Notre Dame,0,
10/14/1896,Madison High,0,Wisconsin,18,
10/14/1896,Rutgers,0,Lehigh,44,
10/14/1896,Virginia,0,Pennsylvania,20,
10/14/1896,Williams,0,Yale,22,
10/15/1896,Lafayette,18,West Virginia,0,"@ Fairmount, WV"
10/15/1896,Physicians & Surgeons,0,Michigan,28,
10/16/1896,Lafayette,6,West Virginia,0,"@ Parkersburg, WV"
10/17/1896,Brown,0,Harvard,12,
10/17/1896,Colby,0,Bowdoin,12,
10/17/1896,Franklin & Marshall,4,Haverford,4,
10/17/1896,Illinois,10,Missouri,0,"@ St. Louis, MO"
10/17/1896,Lafayette,34,West Virginia,0,"@ Wheeling, WV"
10/17/1896,Lake Forest,0,Michigan,66,
10/17/1896,Lehigh,0,Pennsylvania,34,
10/17/1896,Oberlin,0,Chicago,30,
10/17/1896,Pennsylvania Reserves,0,Bucknell,10,
10/17/1896,Physicians & Surgeons,6,Northwestern,16,
10/17/1896,Princeton,11,Army,0,
10/17/1896,Purdue,0,Minnesota,14,
10/17/1896,Rush Medical,0,Wisconsin,50,
10/17/1896,St. John's (Maryland),0,Navy,50,
10/17/1896,Susquehanna,0,Dickinson,40,
10/17/1896,Trinity (Connecticut),16,M.I.T.,6,
10/17/1896,Tufts,0,Cornell,18,
10/17/1896,Williams,24,Syracuse,6,
10/17/1896,Yale,42,Dartmouth,0,"@ Providence, RI"
10/21/1896,Amherst,0,Pennsylvania,14,
10/21/1896,Armour,0,Chicago,36,
10/21/1896,Oberlin,6,Illinois,22,
10/21/1896,Virginia,0,Princeton,48,
10/21/1896,Wesleyan,0,Yale,16,
10/24/1896,Bowdoin,10,Dartmouth,28,
10/24/1896,Carlisle,6,Yale,12,neutral
10/24/1896,Chicago,6,Northwestern,46,"@ Chicago, IL"
10/24/1896,Franklin & Marshall,0,Gettysburg,10,
10/24/1896,Grinnell,6,Wisconsin,54,
10/24/1896,Harvard,13,Cornell,4,
10/24/1896,Iowa State,6,Minnesota,18,
10/24/1896,Lafayette,6,Pennsylvania,4,
10/24/1896,Lehigh,0,Brown,16,
10/24/1896,Michigan,16,Purdue,0,
10/24/1896,Penn State,0,Princeton,39,
10/24/1896,Pennsylvania Reserves,6,Navy,0,
10/24/1896,Tufts,2,Trinity (Connecticut),16,
10/24/1896,Union (New York),0,Army,44,
10/24/1896,Wesleyan,4,Amherst,6,
10/24/1896,Williams,4,Colgate,0,
10/28/1896,Brown,0,Pennsylvania,16,
10/28/1896,Elizabeth A.C.,6,Yale,12,
10/28/1896,Harvard Alumni,8,Harvard,5,
10/28/1896,Princeton,46,Lawrenceville,0,
10/30/1896,Bennett Medical,0,Lake Forest,56,
10/31/1896,Amherst,0,Trinity (Connecticut),12,
10/31/1896,Bucknell,10,Penn State,0,"@ Williamsport, PA"
10/31/1896,Carlisle,0,Harvard,4,
10/31/1896,Cornell,0,Princeton,37,
10/31/1896,Dartmouth,10,Brown,10,
10/31/1896,Dickinson,0,Lafayette,18,
10/31/1896,Illinois,0,Chicago,12,
10/31/1896,Lehigh,0,Michigan,40,"@ Detroit, MI"
10/31/1896,Minnesota Alumni,0,Minnesota,8,
10/31/1896,Mount Airy Deaf School,0,Franklin & Marshall,32,
10/31/1896,Rutgers,6,Navy,40,
10/31/1896,Wesleyan,28,Tufts,4,
10/31/1896,Williams,22,Bowdoin,0,
10/31/1896,Wisconsin,6,Beloit,0,
10/31/1896,Yale,16,Army,2,
11/03/1896,Boston A.C.,0,Yale,10,
11/03/1896,Dickinson,2,Pennsylvania,30,
11/07/1896,Amherst,6,Williams,4,
11/07/1896,Bowdoin,6,Colby,6,
11/07/1896,Bucknell,0,Cornell,54,
11/07/1896,Carlisle,0,Pennsylvania,21,
11/07/1896,Chicago,0,Wisconsin,24,
11/07/1896,Haverford,0,Dickinson,32,
11/07/1896,Lehigh,10,Navy,24,
11/07/1896,Michigan,6,Minnesota,4,
11/07/1896,Northwestern,10,Illinois,4,
11/07/1896,Princeton,12,Harvard,0,
11/07/1896,Purdue,22,DePauw,0,
11/07/1896,Swarthmore,0,Franklin & Marshall,10,
11/07/1896,Tufts,6,Exeter,4,
11/07/1896,Wesleyan,12,Army,12,
11/07/1896,Yale,18,Brown,6,
11/10/1896,Lafayette,17,Bloomsburg,0,
11/10/1896,Lake Forest,0,Chicago,0,
11/11/1896,Lafayette,23,Wyoming Seminary,0,
11/11/1896,Trinity (Connecticut),12,Wesleyan,24,
11/13/1896,Lake Forest,0,Ripon,12,
11/14/1896,Bloomsburg,6,Bucknell,18,
11/14/1896,Boston A.C.,8,Harvard,6,
11/14/1896,Chicago,18,Northwestern,6,
11/14/1896,Cincinnati,0,Carlisle,28,
11/14/1896,Cornell,0,Williams,0,
11/14/1896,Dartmouth,32,Amherst,0,
11/14/1896,Franklin & Marshall,0,Lafayette,38,
11/14/1896,Maine,6,Bowdoin,12,
11/14/1896,Maryland A.C.,0,Lehigh,26,
11/14/1896,New Jersey A.C.,0,Yale,16,
11/14/1896,New York University,0,Trinity (Connecticut),40,
11/14/1896,Oberlin,0,Michigan,10,
11/14/1896,Penn State,0,Pennsylvania,27,
11/14/1896,Purdue,28,Notre Dame,22,
11/14/1896,Tufts,8,Andover,12,
11/21/1896,Bowdoin,6,Boston A.C.,24,
11/21/1896,Brown,6,Army,8,
11/21/1896,Dickinson,0,Bucknell,6,
11/21/1896,Harvard,6,Pennsylvania,8,
11/21/1896,M.I.T.,0,Tufts,0,
11/21/1896,Minnesota,0,Wisconsin,6,
11/21/1896,Penn State,5,Carlisle,48,"@ Harrisburg, PA"
11/21/1896,Princeton,24,Yale,6,"@ New York, NY"
11/21/1896,Wesleyan,0,Lafayette,18,
11/21/1896,Williams,0,Dartmouth,10,
11/21/1896,Wittenberg,0,Michigan,28,
11/21/1896,Worcester Tech,0,Amherst,44,
11/23/1896,White Squadron,5,Navy,11,
11/25/1896,Illinois,4,Purdue,4,
11/26/1896,Andover,0,Bowdoin,10,
11/26/1896,Brown,24,Carlisle,12,
11/26/1896,Bucknell,0,Franklin & Marshall,0,
11/26/1896,Cornell,10,Pennsylvania,32,
11/26/1896,Dickinson,10,York YMCA,0,"@ Philadelphia, PA"
11/26/1896,Lafayette,18,Navy,6,
11/26/1896,Laureate Boat Club,0,Trinity (Connecticut),0,
11/26/1896,Michigan,6,Chicago,7,"@ Chicago, IL"
11/26/1896,Newton A.C.,6,Dartmouth,12,
11/26/1896,Wisconsin,6,Northwestern,6,
11/28/1896,Minnesota,12,Kansas,0,"@ Kansas City, MO"
12/19/1896,Carlisle,18,Wisconsin,8,"@ Chicago, IL"
09/08/1897,Dickinson,2,Phoenix A.C.,0,
09/18/1897,Hyde Park High,0,Chicago,14,
09/22/1897,Pennsylvania,17,Bucknell,0,
09/25/1897,Colgate,0,Cornell,6,
09/25/1897,Englewood High,0,Chicago,21,
09/25/1897,Exeter,0,Dartmouth,34,
09/25/1897,Franklin & Marshall,0,Pennsylvania,33,
09/25/1897,Gettysburg,0,Penn State,32,
09/25/1897,Hyde Park High,0,Chicago,11,
09/25/1897,Minneapolis South High,0,Minnesota,22,
09/25/1897,Susquehanna,0,Dickinson,18,
09/25/1897,Tufts,0,Brown,24,
09/25/1897,Williams,0,Harvard,20,
09/25/1897,Williamsport,0,Bucknell,45,
09/27/1897,Bowdoin,6,Tufts,18,
09/27/1897,Lafayette,14,Bloomsburg,0,
09/28/1897,Lafayette,26,Wyoming Seminary,0,
09/29/1897,Bowdoin,0,Harvard,24,
09/29/1897,Evanston High,0,Northwestern,6,
09/29/1897,Washington & Jefferson,4,Pennsylvania,18,
09/29/1897,Yale,10,Trinity (Connecticut),0,
10/02/1897,Boston University,20,Tufts,6,
10/02/1897,Bucknell,0,Pennsylvania,33,
10/02/1897,Dartmouth,0,Harvard,13,
10/02/1897,Dickinson,0,Carlisle,36,"@ Carlisle, PA"
10/02/1897,Eastern Michigan,0,Michigan,24,
10/02/1897,Eureka,0,Illinois,26,
10/02/1897,Franklin & Marshall,0,Virginia,38,
10/02/1897,Illinois State,0,Purdue,28,
10/02/1897,Lake Forest,0,Wisconsin,30,
10/02/1897,Lehigh,0,Princeton,43,
10/02/1897,Macalester,0,Minnesota,26,
10/02/1897,Monmouth,4,Chicago,41,
10/02/1897,Penn State,0,Lafayette,24,
10/02/1897,Trinity (Connecticut),6,Army,38,
10/02/1897,Wesleyan,0,Yale,30,
10/03/1897,Syracuse,0,Cornell,16,
10/06/1897,Amherst,0,Yale,18,
10/06/1897,Gettysburg,0,Pennsylvania,57,
10/06/1897,Lafayette,8,Franklin & Marshall,0,
10/06/1897,Madison High,0,Wisconsin,8,
10/06/1897,Rutgers,0,Princeton,53,
10/06/1897,Tufts,12,Boston College,0,
10/06/1897,Wesleyan,12,Brown,24,
10/06/1897,Williams,0,Lehigh,5,
10/09/1897,Amherst,0,Harvard,38,
10/09/1897,Bloomsburg,0,Carlisle,26,
10/09/1897,Boston University,0,Brown,44,
10/09/1897,Carleton,6,Minnesota,48,
10/09/1897,Dickinson,20,Swarthmore,4,
10/09/1897,Lake Forest,0,Chicago,71,
10/09/1897,Lehigh,0,Pennsylvania,58,
10/09/1897,Massachusetts,5,Trinity (Connecticut),26,
10/09/1897,Northwestern,6,Beloit,0,"@ Rockford, IL"
10/09/1897,Oberlin,22,Purdue,6,
10/09/1897,Ohio Wesleyan,0,Michigan,0,
10/09/1897,Pennsylvania Reserves,6,Bucknell,6,
10/09/1897,Physicians & Surgeons,0,Illinois,6,
10/09/1897,Princeton,28,Navy,0,
10/09/1897,Rush Medical,0,Wisconsin,28,
10/09/1897,Temperance A.C.,0,Lafayette,64,
10/09/1897,Tufts,0,Cornell,15,
10/09/1897,Wesleyan,9,Army,12,
10/09/1897,Williams,0,Yale,32,
10/13/1897,Amherst,0,Wesleyan,24,
10/13/1897,Armour,0,Chicago,24,
10/13/1897,New Hampshire,4,Tufts,12,
10/13/1897,Penn State,0,Princeton,34,
10/13/1897,Pennsylvania Reserves,0,Navy,22,
10/13/1897,Virginia,0,Pennsylvania,42,
10/16/1897,Army,0,Harvard,10,
10/16/1897,Beloit,6,Chicago,39,
10/16/1897,Brown,20,Andover,4,
10/16/1897,Carlisle,0,Princeton,18,
10/16/1897,Colgate,18,Williams,0,
10/16/1897,Cornell,4,Lafayette,4,
10/16/1897,Dartmouth,0,Pennsylvania,34,
10/16/1897,Dickinson,6,Haverford,5,
10/16/1897,Grinnell,0,Minnesota,6,
10/16/1897,Hamilton,0,Trinity (Connecticut),16,
10/16/1897,Iowa,12,Northwestern,6,
10/16/1897,Lake Forest,0,Illinois,36,
10/16/1897,Massachusetts,5,Wesleyan,18,
10/16/1897,Ohio State,0,Michigan,36,
10/16/1897,Princeton A.C.,0,Navy,6,
10/16/1897,Purdue,8,DePauw,0,
10/16/1897,Tufts,20,Bowdoin,8,
10/16/1897,Villanova,0,Franklin & Marshall,28,
10/16/1897,Wisconsin-Platteville,0,Wisconsin,20,
10/16/1897,Yale,10,Newton A.C.,0,
10/20/1897,Brown,14,Yale,18,
10/20/1897,Dickinson,0,Lehigh,5,
10/20/1897,Franklin & Marshall,0,Princeton,54,
10/20/1897,Newton A.C.,0,Harvard,24,
10/20/1897,Penn State,0,Pennsylvania,24,
10/23/1897,Brown,0,Harvard,18,
10/23/1897,Bucknell,28,Lehigh,20,neutral
10/23/1897,Carlisle,9,Yale,24,"@ New York, NY"
10/23/1897,Haverford,12,Franklin & Marshall,10,
10/23/1897,Iowa State,12,Minnesota,10,
10/23/1897,Lafayette,0,Pennsylvania,46,
10/23/1897,Madison High,0,Wisconsin,29,
10/23/1897,Massachusetts,4,Amherst,20,
10/23/1897,Northwestern,6,Chicago,21,
10/23/1897,Oberlin,6,Michigan,16,
10/23/1897,Penn State,0,Navy,4,
10/23/1897,Princeton,10,Cornell,0,
10/23/1897,Purdue,4,Illinois,34,
10/23/1897,Tufts,0,Army,30,
10/23/1897,Villanova,0,Dickinson,52,
10/23/1897,Williams,0,Wesleyan,22,
10/24/1897,New York University,0,Trinity (Connecticut),32,
10/25/1897,Newtowne A.C.,0,Harvard,22,
10/27/1897,Cornell,5,Harvard,24,
10/27/1897,Elizabeth A.C.,0,Princeton,12,
10/27/1897,Wesleyan,14,Amherst,0,
10/30/1897,Army,6,Yale,6,
10/30/1897,Bloomsburg,0,Bucknell,6,
10/30/1897,Chicago,18,Illinois,12,
10/30/1897,Dartmouth,0,Princeton,30,
10/30/1897,Indiana,6,Purdue,20,
10/30/1897,Lehigh,0,Lafayette,34,
10/30/1897,Penn State,0,Cornell,45,
10/30/1897,Pennsylvania,40,Brown,0,
10/30/1897,Pennsylvania College,0,Carlisle,84,
10/30/1897,Physicians & Surgeons,0,Northwestern,6,
10/30/1897,Trinity (Connecticut),10,Tufts,18,
10/30/1897,Williams,6,Amherst,6,
10/30/1897,Wisconsin,39,Minnesota,0,
11/02/1897,Dickinson,0,York YMCA,0,"@ Philadelphia, PA"
11/03/1897,Amherst,0,Dartmouth,54,
11/03/1897,Exeter,4,Tufts,0,
11/06/1897,Andover,6,Tufts,4,
11/06/1897,Beloit,0,Wisconsin,11,
11/06/1897,Brown,24,Newton A.C.,0,
11/06/1897,Carlisle,10,Pennsylvania,20,
11/06/1897,Chicago A.C.,6,Yale,16,
11/06/1897,Cornell,42,Williams,0,
11/06/1897,Lafayette,0,Princeton,57,
11/06/1897,Lancaster Crescents,4,Franklin & Marshall,12,
11/06/1897,Lehigh,6,Army,48,
11/06/1897,Mount St. Mary's,0,Dickinson,0,
11/06/1897,Notre Dame,5,Chicago,34,
11/06/1897,Purdue,4,Michigan,34,
11/06/1897,Rush Medical,0,Northwestern,14,
11/06/1897,Trinity (Connecticut),18,Amherst,0,
11/06/1897,Virginia,0,Navy,4,
11/06/1897,Wesleyan,0,Harvard,34,
11/10/1897,Wesleyan,6,Trinity (Connecticut),4,
11/12/1897,Knox,0,Illinois,64,
11/13/1897,Bucknell,4,Penn State,27,"@ Williamsport, PA"
11/13/1897,Carlisle,14,Brown,18,
11/13/1897,Dartmouth,52,Williams,0,
11/13/1897,Dickinson,0,Lafayette,19,
11/13/1897,Holy Cross,6,Amherst,6,
11/13/1897,Maryland-Baltimore,0,Navy,38,
11/13/1897,Minnesota,0,Michigan,14,"@ Detroit, MI"
11/13/1897,Missouri,12,Purdue,30,
11/13/1897,New York University,0,Lehigh,42,
11/13/1897,Northwestern Alumni,0,Northwestern,25,
11/13/1897,Pennsylvania Reserves,2,Franklin & Marshall,2,
11/13/1897,Stevens,4,Army,18,
11/13/1897,Tufts,6,M.I.T.,0,
11/13/1897,Wesleyan,0,Pennsylvania,22,
11/13/1897,Wisconsin,23,Chicago,8,
11/13/1897,Yale,0,Harvard,0,
11/20/1897,Bloomsburg,0,Penn State,10,
11/20/1897,Brown,0,Army,42,
11/20/1897,Carlisle,23,Illinois,6,"@ Chicago, IL"
11/20/1897,Dartmouth,24,Newton A.C.,0,
11/20/1897,Franklin & Marshall,0,Dickinson,42,
11/20/1897,Harvard,6,Pennsylvania,15,
11/20/1897,Lehigh,6,Navy,28,
11/20/1897,M.I.T.,6,Amherst,8,
11/20/1897,Minnesota,0,Purdue,6,
11/20/1897,Princeton,0,Yale,6,
11/20/1897,Trinity (Connecticut),0,Connecticut-Waterbury,0,
11/20/1897,Troy Laureates,0,Williams,6,
11/20/1897,Wesleyan,6,Lafayette,41,
11/20/1897,Wisconsin Alumni,6,Wisconsin,0,
11/20/1897,Wittenberg,0,Michigan,32,
11/24/1897,Tufts,0,Wesleyan,6,
11/25/1897,Carlisle,10,Cincinnati,0,
11/25/1897,Cornell,0,Pennsylvania,4,
11/25/1897,Dickinson,6,Penn State,0,"@ Sunbury, PA"
11/25/1897,Franklin & Marshall,6,Swarthmore,6,
11/25/1897,Illinois,6,Eureka,0,"@ Peoria, IL"
11/25/1897,Lafayette,22,Lehigh,0,
11/25/1897,Michigan,12,Chicago,21,"@ Chicago, IL"
11/25/1897,Purdue Alumni,0,Purdue,0,
11/25/1897,White Squadron,0,Navy,8,
11/25/1897,Wisconsin,22,Northwestern,0,
11/27/1897,Carlisle,20,Ohio Medical,12,
11/27/1897,Wesleyan,4,Brown,12,
09/10/1898,Englewood High,0,Chicago,14,
09/14/1898,Northwest Division High,0,Chicago,18,
09/17/1898,Englewood High,0,Chicago,0,
09/17/1898,Northwest Division High,0,Chicago,9,
09/17/1898,Wisconsin-Whitewater,0,Beloit,21,
09/21/1898,Austin High,8,Chicago,14,
09/21/1898,Northwest Division High,0,Northwestern,34,
09/21/1898,Syracuse,0,Cornell,28,
09/22/1898,Hyde Park High,0,Chicago,20,
09/24/1898,Beloit,12,Wisconsin-Whitewater,0,
09/24/1898,Bloomsburg,0,Carlisle,43,
09/24/1898,Carleton,0,Minnesota,32,
09/24/1898,Colgate,5,Cornell,29,
09/24/1898,Englewood High,0,Northwestern,22,
09/24/1898,Exeter,5,Dartmouth,23,
09/24/1898,Franklin & Marshall,0,Pennsylvania,41,
09/24/1898,Gettysburg,0,Penn State,47,
09/24/1898,Knox,0,Chicago,22,
09/24/1898,Lehigh,0,Princeton,21,
09/24/1898,Maine,0,Bowdoin,28,
09/24/1898,Susquehanna,0,Dickinson,24,
09/24/1898,Williams,0,Harvard,11,
09/24/1898,Williston,0,Amherst,100,
09/24/1898,Wyoming Seminary,0,Bucknell,6,
09/24/1898,Yale,18,Trinity (Connecticut),0,
09/28/1898,Amherst,12,Trinity (Connecticut),0,
09/28/1898,Andover,0,Williams,6,
09/28/1898,Bowdoin,6,Harvard,28,
09/28/1898,Gettysburg,0,Pennsylvania,50,
09/28/1898,Hamilton,0,Cornell,41,
09/28/1898,Hyde Park High,0,Northwestern,18,
09/28/1898,Illinois Wesleyan,0,Illinois,18,
09/28/1898,Rush Medical,0,Chicago,8,
09/28/1898,Rutgers,0,Lehigh,12,
10/01/1898,Bates,6,Bowdoin,0,
10/01/1898,Bucknell,0,Bradford National Guard,0,
10/01/1898,Colgate,0,Williams,5,
10/01/1898,Dartmouth,0,Harvard,21,
10/01/1898,Dickinson,6,Bloomsburg,0,
10/01/1898,Dixon,0,Northwestern,57,
10/01/1898,Eastern Michigan,0,Michigan,21,
10/01/1898,Holy Cross,0,Brown,19,
10/01/1898,Madison High,0,Beloit,45,
10/01/1898,Minnesota Alumni,5,Minnesota,0,
10/01/1898,Monmouth,0,Chicago,24,
10/01/1898,Penn State,0,Pennsylvania,40,
10/01/1898,Phialdelphia YMCA,0,Franklin & Marshall,5,
10/01/1898,Physicians & Surgeons,11,Illinois,6,
10/01/1898,Ripon,0,Wisconsin,52,
10/01/1898,Stevens,0,Princeton,42,
10/01/1898,Susquehanna,0,Carlisle,48,
10/01/1898,Trinity (Connecticut),0,Cornell,47,
10/01/1898,Tufts,0,Army,40,
10/01/1898,Villanova,0,Lafayette,16,
10/01/1898,Wesleyan,0,Yale,5,
10/05/1898,Amherst,0,Yale,34,
10/05/1898,Cornell,30,Syracuse,0,
10/05/1898,Lafayette,0,Washington & Jefferson,16,
10/05/1898,Madison High,0,Wisconsin,21,
10/05/1898,Mansfield,0,Pennsylvania,50,
10/05/1898,Physicians & Surgeons,0,Chicago,22,
10/05/1898,Tufts,6,Brown,29,
10/05/1898,Union (New York),6,Williams,0,
10/08/1898,Amherst,2,Harvard,53,
10/08/1898,Beloit,11,Northwestern,17,
10/08/1898,Bowdoin,6,Dartmouth,35,
10/08/1898,Brown,0,Pennsylvania,18,
10/08/1898,Bucknell,0,Navy,11,
10/08/1898,Dixon,0,Wisconsin,76,
10/08/1898,Franklin & Marshall,0,Princeton,58,
10/08/1898,Haverford,0,Dickinson,24,
10/08/1898,Iowa,0,Chicago,38,
10/08/1898,Kenyon,0,Michigan,29,
10/08/1898,Lehigh,0,New York University,10,
10/08/1898,Notre Dame,5,Illinois,0,
10/08/1898,Penn State,5,Lafayette,0,
10/08/1898,Purdue Alumni,6,Purdue,0,
10/08/1898,Rush Medical,0,Minnesota,12,
10/08/1898,Wesleyan,8,Army,27,
10/08/1898,Williams,0,Yale,23,
10/08/1898,Worcester Tech,17,Tufts,5,
10/12/1898,Bucknell,6,Maryland-Baltimore,0,
10/12/1898,Carlisle,6,Cornell,23,
10/12/1898,Colby,5,Brown,41,
10/12/1898,Hahnemann Medical,6,Northwestern,22,
10/12/1898,Holy Cross,0,Wesleyan,12,
10/12/1898,Lafayette,0,Princeton,34,
10/12/1898,Michigan State,0,Michigan,39,
10/12/1898,Virginia,0,Pennsylvania,40,
10/14/1898,Princeton,24,Maryland A.C.,0,
10/15/1898,Amherst,0,Wesleyan,33,
10/15/1898,Beloit,0,Chicago,21,
10/15/1898,DePauw,0,Illinois,16,
10/15/1898,Dickinson,12,Lafayette,6,
10/15/1898,Gettysburg,0,Franklin & Marshall,26,
10/15/1898,Grinnell,16,Minnesota,6,
10/15/1898,Harvard,28,Army,0,
10/15/1898,Lehigh,0,Pennsylvania,40,
10/15/1898,Physicians & Surgeons,2,Northwestern,11,
10/15/1898,Princeton,30,Navy,0,
10/15/1898,Rush Medical,0,Wisconsin,42,
10/15/1898,Susquehanna,6,Penn State,45,
10/15/1898,Tufts,11,Bowdoin,18,
10/15/1898,Vermont,6,Dartmouth,45,
10/15/1898,Williams,6,Carlisle,17,
10/15/1898,Worcester Tech,0,Trinity (Connecticut),17,
10/15/1898,Yale,6,Newton A.C.,0,
10/17/1898,Western Reserve,0,Michigan,18,
10/18/1898,Chicago A.C.,0,Northwestern,5,
10/18/1898,Purdue,5,Haskell,0,
10/19/1898,Brown,6,Yale,22,
10/19/1898,Buffalo,0,Cornell,27,
10/19/1898,Case,5,Michigan,23,
10/19/1898,Newtowne A.C.,0,Harvard,22,
10/19/1898,Wesleyan,0,Pennsylvania,17,
10/22/1898,Beloit,0,Wisconsin,17,"@ Milwaukee, WI"
10/22/1898,Boston College,5,Tufts,6,
10/22/1898,Carlisle,5,Yale,18,
10/22/1898,Chicago A.C.,0,Harvard,39,
10/22/1898,Colby,0,Bowdoin,24,
10/22/1898,Cornell,0,Princeton,6,
10/22/1898,Dartmouth,64,Amherst,6,
10/22/1898,Franklin & Marshall,6,Susquehanna,0,
10/22/1898,Haskell,0,Purdue,15,
10/22/1898,Illinois Alumni,6,Illinois,10,
10/22/1898,Iowa State,6,Minnesota,0,
10/22/1898,Lafayette,0,Pennsylvania,32,
10/22/1898,Lehigh,0,Army,18,
10/22/1898,Northwestern,5,Chicago,34,
10/22/1898,Penn State,11,Navy,16,
10/22/1898,Swarthmore,18,Bucknell,34,
10/22/1898,Trinity (Connecticut),18,Hamilton,5,
10/22/1898,Wesleyan,22,Williams,0,
10/22/1898,Wyoming Seminary,0,Dickinson,23,
10/23/1898,Notre Dame,0,Michigan,23,
10/26/1898,Boston College,0,Brown,6,
10/26/1898,Penn State,0,Princeton,5,
10/29/1898,Brown,0,Princeton,23,
10/29/1898,Bucknell,0,Lehigh,0,
10/29/1898,Carlisle,5,Harvard,11,
10/29/1898,Chicago,11,Pennsylvania,23,
10/29/1898,Dartmouth,10,Williams,6,
10/29/1898,Dickinson,22,Franklin & Marshall,0,
10/29/1898,Lafayette,0,Navy,18,
10/29/1898,Lake Forest,0,Northwestern,27,
10/29/1898,M.I.T.,0,Trinity (Connecticut),0,
10/29/1898,Minnesota,0,Wisconsin,29,
10/29/1898,New Hampshire,0,Bowdoin,59,
10/29/1898,Oberlin,0,Cornell,6,
10/29/1898,Penn State,5,Duquesne A.C.,18,"@ Pittsburgh, PA"
10/29/1898,Tufts,0,Holy Cross,12,
10/29/1898,Wesleyan,28,Amherst,0,
10/29/1898,Yale,10,Army,0,
11/02/1898,Virginia,0,Princeton,12,
11/04/1898,Illinois Alumni,23,Illinois,17,
11/05/1898,Bowdoin,6,Tufts,5,
11/05/1898,Bucknell,0,Penn State,16,"@ Williamsport, PA"
11/05/1898,Chicago A.C.,0,Yale,10,
11/05/1898,Columbia A.C.,5,Navy,52,
11/05/1898,Cornell,12,Williams,0,
11/05/1898,Dickinson,0,Carlisle,46,"@ Carlisle, PA"
11/05/1898,Lafayette,0,Lehigh,22,
11/05/1898,M.I.T.,6,Boston College,0,
11/05/1898,Massachusetts,0,Amherst,0,
11/05/1898,Michigan,6,Northwestern,5,"@ Chicago, IL"
11/05/1898,Newton A.C.,5,Brown,16,
11/05/1898,North Dakota,0,Minnesota,15,
11/05/1898,Pennsylvania,0,Harvard,10,
11/05/1898,Princeton,5,Army,5,
11/05/1898,Purdue,0,Chicago,17,
11/05/1898,Rush Medical,0,Beloit,11,
11/05/1898,Swarthmore,10,Franklin & Marshall,6,
11/05/1898,Wesleyan,23,Dartmouth,5,
11/05/1898,Wisconsin Alumni,11,Wisconsin,12,
